ALKBH5_HEK293_1	0.25	0.25	0.25	0.25	0.5	0.5	0.227778	0.227778	0.227778	0.316667	0.5	0.5	0.6	0.088889	0.088889	0.222222	0	1	0	0	0.066667	0.933333	0	1	0	0.066667	0	0.933333	0	1	0	0	0.066667	0.933333	0	1	0.066667	0	0.933333	0	0	1	0.022222	0.022222	0.022222	0.933333	0	1	0.272222	0.25	0.25	0.227778	0.5	0.5	0.25	0.25	0.25	0.25	0.5	0.5
ALKBH5_HEK293_2	0.25	0.25	0.25	0.25	0.5	0.5	0.298387	0.169355	0.169355	0.362903	0.5	0.5	0.032258	0.032258	0.032258	0.903226	0	1	0.903226	0	0.096774	0	0.096774	0.903226	0	0	0	1	0	1	0.096774	0	0	0.903226	0	1	0	0	0.16129	0.83871	0	1	0.080645	0.080645	0.080645	0.758065	0	1	0.217742	0.217742	0.346774	0.217742	0.5	0.5	0.25	0.25	0.25	0.25	0.5	0.5
ALKBH5_HEK293_3	0.25	0.25	0.25	0.25	0.5	0.5	0.1875	0.1875	0.1875	0.4375	0.5625	0.4375	0.041667	0.041667	0.041667	0.875	0	1	0	0	0	1	0	1	0	0	0.125	0.875	0	1	0	0	0	1	0	1	0	0.833333	0	0.166667	0	1	0.6875	0.0625	0.0625	0.1875	0.0625	0.9375	0.208333	0.208333	0.208333	0.375	0.5	0.5	0.25	0.25	0.25	0.25	0.5	0.5
ALKBH5_HEK293_4	0.25	0.25	0.25	0.25	0.5	0.5	0.193182	0.193182	0.193182	0.420455	0.568182	0.431818	0.045455	0.045455	0.045455	0.863636	0	1	0	0	0.136364	0.863636	0	1	0	0	0.181818	0.818182	0	1	1	0	0	0	0	1	0	0	0	1	0	1	0.056818	0.056818	0.056818	0.829545	0.068182	0.931818	0.204545	0.204545	0.386364	0.204545	0.5	0.5	0.25	0.25	0.25	0.25	0.5	0.5
ALKBH5_HEK293_5	0.25	0.25	0.25	0.25	0.5	0.5	0.333333	0.166667	0.333333	0.166667	0.666667	0.333333	0	0	0	1	0.805556	0.194444	0	0	0	1	1	0	0	0	0	1	1	0	0.166667	0	0	0.833333	1	0	0	0	0	1	1	0	0.083333	0.083333	0.083333	0.75	0.166667	0.833333	0.25	0.25	0.25	0.25	0.305556	0.694444	0.25	0.25	0.25	0.25	0.5	0.5
ATXN2_HEK293T_1	0.255682	0.255682	0.244318	0.244318	0.5	0.5	0.224432	0.269886	0.247159	0.258523	0.443182	0.556818	0.15625	0.451705	0.258523	0.133523	0.914773	0.085227	0.096591	0.676136	0.119318	0.107955	0.909091	0.090909	0.181818	0.068182	0.113636	0.636364	0.897727	0.102273	0.045455	0.113636	0.772727	0.068182	0.943182	0.056818	0.107955	0.130682	0.221591	0.539773	0.863636	0.136364	0.105114	0.173295	0.616477	0.105114	0.943182	0.056818	0.241477	0.241477	0.241477	0.275568	0.414773	0.585227	0.244318	0.244318	0.267045	0.244318	0.5	0.5
ATXN2_HEK293T_2	0.276515	0.231061	0.231061	0.261364	0.5	0.5	0.208333	0.329545	0.268939	0.193182	0.583333	0.416667	0.07197	0.753788	0.102273	0.07197	0.848485	0.151515	0.083333	0.143939	0.083333	0.689394	0.984848	0.015152	0.045455	0.863636	0.060606	0.030303	0.924242	0.075758	0.030303	0.833333	0.075758	0.060606	0.954545	0.045455	0.064394	0.806818	0.018939	0.109848	1	0	0.162879	0.17803	0.132576	0.526515	0.204545	0.795455	0.268939	0.223485	0.238636	0.268939	0.484848	0.515152	0.242424	0.257576	0.242424	0.257576	0.5	0.5
ATXN2_HEK293T_3	0.245763	0.245763	0.262712	0.245763	0.5	0.5	0.266949	0.233051	0.25	0.25	0.398305	0.601695	0.639831	0.063559	0.131356	0.165254	0.872881	0.127119	0.118644	0.20339	0.491525	0.186441	0.949153	0.050847	0.20339	0.440678	0.20339	0.152542	0.983051	0.016949	0.135593	0.101695	0.661017	0.101695	0.983051	0.016949	0.139831	0.139831	0.699153	0.021186	0.932203	0.067797	0.542373	0.20339	0.118644	0.135593	0.898305	0.101695	0.271186	0.237288	0.254237	0.237288	0.372881	0.627119	0.25	0.25	0.25	0.25	0.5	0.5
ATXN2_HEK293T_4	0.254717	0.235849	0.254717	0.254717	0.5	0.5	0.264151	0.245283	0.264151	0.226415	0.45283	0.54717	0.160377	0.632075	0.141509	0.066038	0.924528	0.075472	0.683962	0.042453	0.193396	0.080189	0.943396	0.056604	0.075472	0.056604	0.849057	0.018868	0.924528	0.075472	0.132075	0.566038	0.226415	0.075472	0.830189	0.169811	0.580189	0.070755	0.221698	0.127358	0.830189	0.169811	0.080189	0.34434	0.174528	0.400943	0.95283	0.04717	0.240566	0.29717	0.221698	0.240566	0.424528	0.575472	0.264151	0.245283	0.245283	0.245283	0.5	0.5
ATXN2_HEK293T_5	0.215116	0.215116	0.354651	0.215116	0.5	0.5	0.180233	0.389535	0.226744	0.203488	0.55814	0.44186	0.075581	0.02907	0.773256	0.122093	0.837209	0.162791	0.052326	0.02907	0.889535	0.02907	1	0	0.046512	0.790698	0.116279	0.046512	0.906977	0.093023	0.069767	0.093023	0.813953	0.023256	0.953488	0.046512	0.104651	0.616279	0.22093	0.05814	1	0	0.162791	0.55814	0.093023	0.186047	0.22093	0.77907	0.267442	0.22093	0.290698	0.22093	0.453488	0.546512	0.244186	0.244186	0.267442	0.244186	0.5	0.5
AUH_combine_1	0.25	0.25	0.25	0.25	0.5	0.5	0.262963	0.27037	0.255556	0.211111	0.518519	0.481481	0.027778	0.027778	0.027778	0.916667	0	1	0	0.051852	0.088889	0.859259	0	1	0.02963	0.059259	0.051852	0.859259	0.02963	0.97037	0.037037	0.02963	0.044444	0.888889	0	1	0.02963	0	0.051852	0.918519	0	1	0.038889	0.038889	0.038889	0.883333	0.018519	0.981481	0.259259	0.222222	0.296296	0.222222	0.5	0.5	0.25	0.25	0.25	0.25	0.5	0.5
AUH_combine_2	0.25	0.25	0.25	0.25	0.5	0.5	0.244949	0.275253	0.275253	0.204545	0.520202	0.479798	0.065657	0.065657	0.065657	0.80303	0	1	0	0.040404	0	0.959596	0	1	0	0.040404	0	0.959596	0	1	0	0.868687	0	0.131313	0	1	0.050505	0.060606	0	0.888889	0	1	0.045455	0.863636	0.045455	0.045455	0.020202	0.979798	0.234848	0.224747	0.224747	0.315657	0.5	0.5	0.25	0.25	0.25	0.25	0.5	0.5
AUH_combine_3	0.25	0.25	0.25	0.25	0.5	0.5	0.180233	0.331395	0.180233	0.30814	0.534884	0.465116	0.05814	0.744186	0.05814	0.139535	0	1	0	0	0	1	0.05814	0.94186	0	0	0	1	0	1	0	0	0	1	0	1	0	0.860465	0.081395	0.05814	0	1	0.139535	0.72093	0.069767	0.069767	0.034884	0.965116	0.238372	0.19186	0.261628	0.30814	0.5	0.5	0.25	0.25	0.25	0.25	0.5	0.5
AUH_combine_4	0.237179	0.237179	0.237179	0.288462	0.5	0.5	0.217949	0.346154	0.217949	0.217949	0.333333	0.666667	0.044872	0.634615	0.096154	0.224359	0.916667	0.083333	0	0.217949	0.653846	0.128205	1	0	0	0.769231	0.115385	0.115385	1	0	0.051282	0.730769	0.217949	0	1	0	0.064103	0.205128	0.666667	0.064103	0.948718	0.051282	0.083333	0.737179	0.147436	0.032051	0.833333	0.166667	0.25641	0.269231	0.205128	0.269231	0.416667	0.583333	0.25	0.25	0.25	0.25	0.5	0.5
AUH_combine_5	0.25	0.25	0.25	0.25	0.5	0.5	0.309322	0.173729	0.241525	0.275424	0.5	0.5	0.110169	0.110169	0.737288	0.042373	0	1	1	0	0	0	0	1	0.915254	0	0	0.084746	0	1	0	0	1	0	0	1	1	0	0	0	0	1	0.669492	0.076271	0.177966	0.076271	0	1	0.207627	0.207627	0.377119	0.207627	0.5	0.5	0.25	0.25	0.25	0.25	0.5	0.5
BCCIP_HepG2_1	0.25	0.25	0.25	0.25	0.5	0.5	0.237864	0.208738	0.334951	0.218447	0.546117	0.453883	0.070388	0.046117	0.837379	0.046117	0.041262	0.958738	0.946602	0.029126	0	0.024272	0.033981	0.966019	0.07767	0	0.898058	0.024272	0.043689	0.956311	0.082524	0	0.917476	0	0.033981	0.966019	1	0	0	0	0.024272	0.975728	0.114078	0.065534	0.720874	0.099515	0.046117	0.953883	0.247573	0.223301	0.325243	0.203883	0.541262	0.458738	0.25	0.25	0.25	0.25	0.5	0.5
BCCIP_HepG2_2	0.25	0.25	0.25	0.25	0.5	0.5	0.236	0.188	0.34	0.236	0.516	0.484	0.77	0.098	0.066	0.066	0.024	0.976	0.848	0	0.112	0.04	0	1	0	0	1	0	0	1	1	0	0	0	0	1	0.952	0	0.048	0	0	1	0.062	0.102	0.774	0.062	0.016	0.984	0.36	0.216	0.24	0.184	0.524	0.476	0.25	0.25	0.25	0.25	0.5	0.5
BCCIP_HepG2_3	0.25	0.25	0.25	0.25	0.5	0.5	0.23	0.23	0.23	0.31	0.55	0.45	0.165	0.065	0.705	0.065	0.04	0.96	0	0.08	0.92	0	0	1	1	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	1	0.12	0.02	0.72	0.14	0.05	0.95	0.285	0.265	0.265	0.185	0.54	0.46	0.25	0.25	0.25	0.25	0.5	0.5
BCCIP_HepG2_4	0.25	0.25	0.25	0.25	0.5	0.5	0.25	0.25	0.25	0.25	0.5	0.5	0.028571	0.028571	0.771429	0.171429	0	1	0.142857	0	0.857143	0	0	1	1	0	0	0	0	1	0.857143	0	0	0.142857	0	1	0	0	1	0	0	1	0.885714	0	0.114286	0	0	1	0.221429	0.221429	0.221429	0.335714	0.5	0.5	0.25	0.25	0.25	0.25	0.5	0.5
